order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time
1480875,47940,Chipotle Mexican Grill $1.99 Delivery,Italian,15.623671069014913,Weekend,4,27,30
1480876,94667,Shake Shack,Japanese,20.04009859075125,Weekend,4,23,30
1480877,122206,Jack's Wife Freda,Italian,28.205995281577632,Weekend,5,20,27
1480878,101027,TAO,American,23.03051598231329,Weekday,Not given,28,25
1480879,259341,Blue Ribbon Sushi,American,30.38218163679475,Weekday,5,20,19
1480880,87357,Joe's Shanghai _Àü£¾÷´,Japanese,25.03447937550125,Weekend,5,28,20
1480881,378982,Shake Shack,Italian,17.198218259665637,Weekend,3,20,25
1480882,144296,Rubirosa,Italian,14.642227503426064,Weekend,Not given,31,26
1480883,128224,Blue Ribbon Sushi,American,12.915779494009936,Weekday,Not given,25,31
1480884,305492,The Loop,American,27.63435842821055,Weekday,5,24,22
1480885,329051,Cipriani Le Specialita,Italian,37.5828537579377,Weekend,Not given,23,27
1480886,97849,RedFarm Broadway,Japanese,21.31619129022341,Weekend,Not given,35,20
1480887,133660,Shake Shack,French,10.17948341562192,Weekend,5,33,27
1480888,143721,RedFarm Broadway,Japanese,12.030747108826558,Weekend,4,27,25
1480889,277898,S'MAC,Japanese,10.965400347486806,Weekend,5,22,27
1480890,54809,Vanessa's Dumplings,Chinese,19.57767820654488,Weekday,Not given,20,28
1480891,52037,Shake Shack,Chinese,9.855894293830811,Weekend,5,28,15
1480892,398995,Sushi of Gari Tribeca,Indian,11.198847074981902,Weekend,5,23,26
1480893,65724,Schnipper's Quality Kitchen,Japanese,16.482942036277663,Weekend,4,30,27
1480894,133830,Blue Ribbon Fried Chicken,American,23.9627540709326,Weekday,5,33,16
1480895,105392,Han Dynasty,Italian,16.516723498802012,Weekend,5,31,33
1480896,369242,The Meatball Shop,Mediterranean,24.788469020452617,Weekend,Not given,23,27
1480897,82084,TAO,American,14.831789711380264,Weekend,Not given,31,28
1480898,112536,The Meatball Shop,American,12.840127444710166,Weekend,Not given,32,26
1480899,55834,Blue Ribbon Sushi,Chinese,27.245374067899515,Weekday,Not given,28,28
1480900,55309,Lantern Thai Kitchen,Chinese,36.51522610986444,Weekend,Not given,23,16
1480901,63429,Sushi of Gari,Italian,11.188045230026004,Weekend,4,30,23
1480902,175673,Shake Shack,American,14.709262964419722,Weekend,4,20,27
1480903,107468,Galli Restaurant,Italian,12.780911264349273,Weekend,4,30,15
1480904,105797,Blue Ribbon Fried Chicken,American,35.60856461590363,Weekend,Not given,35,25
1480905,77514,Five Guys Burgers and Fries,American,5.066707209253367,Weekend,3,23,16
1480906,77514,Shake Shack,Japanese,27.47261141001154,Weekend,4,30,18
1480907,92458,Blue Ribbon Sushi Izakaya,American,17.615614079030998,Weekend,Not given,34,21
1480908,96920,RedFarm Hudson,Chinese,19.404342691082483,Weekday,5,30,18
1480909,399802,The Meatball Shop,Japanese,26.182921452063216,Weekday,Not given,25,30
1480910,52074,Momoya,Japanese,11.828656702826947,Weekend,Not given,30,26
1480911,115519,Blue Ribbon Fried Chicken,Japanese,40.10452061353772,Weekday,5,26,28
1480912,234132,Serafina Fabulous Pizza,Mediterranean,26.295340735160607,Weekend,4,29,18
1480913,93083,Frank Restaurant,Japanese,28.894107109908497,Weekday,4,27,24
1480914,354966,Blue Ribbon Fried Chicken,Italian,17.540844680889673,Weekend,3,29,30
1480915,134101,The Meatball Shop,American,36.048569632844575,Weekend,Not given,20,24
1480916,259841,Blue Ribbon Sushi Bar & Grill,Chinese,22.5567306336672,Weekday,4,33,16
1480917,154065,Shake Shack,American,33.57503169587757,Weekday,Not given,35,27
1480918,5639,Blue Ribbon Sushi,American,10.824811825013924,Weekday,4,23,17
1480919,264707,Tamarind TriBeCa,Italian,18.717587744332818,Weekend,Not given,34,33
1480920,382576,Dirty Bird to Go,American,17.61023883587956,Weekend,Not given,35,17
1480921,369422,Blue Ribbon Fried Chicken,Italian,12.952926151551662,Weekday,4,21,20
1480922,156718,Momoya,Italian,15.586976808743517,Weekday,Not given,24,30
1480923,270192,Blue Ribbon Fried Chicken,American,4.872636761349421,Weekday,4,29,27
1480924,132906,Blue Ribbon Sushi Bar & Grill,Middle Eastern,13.487155429204504,Weekend,4,20,26
1480925,101789,Blue Ribbon Fried Chicken,Indian,18.430426914113944,Weekend,Not given,27,24
1480926,59595,Joe's Shanghai _Àü£¾÷´,American,22.331060843880625,Weekend,Not given,31,33
1480927,345077,Parm,French,18.948299063631797,Weekend,4,21,17
1480928,84057,'wichcraft,American,15.539950621846838,Weekday,4,32,28
1480929,373195,Blue Ribbon Sushi,Chinese,28.198185724584263,Weekend,Not given,26,33
1480930,357635,Cafe Habana,American,33.94979197509383,Weekend,5,30,21
1480931,104548,Cho Dang Gol,Middle Eastern,7.514068156172961,Weekday,5,27,25
1480932,143926,Tortaria,Middle Eastern,17.981200637846136,Weekend,3,30,25
1480933,250494,Burger Joint,Indian,32.71154774884766,Weekend,Not given,35,25
1480934,201512,Shake Shack,American,27.37364709163685,Weekend,Not given,28,19
1480935,133202,The Odeon,Italian,17.410846403440733,Weekend,5,20,25
1480936,383826,The Meatball Shop,Italian,21.525294680765867,Weekend,Not given,31,15
1480937,110431,P.J. Clarke's,Italian,37.766532764611945,Weekday,4,27,26
1480938,347306,Dos Caminos,American,11.21316288865588,Weekend,5,30,25
1480939,75527,Jack's Wife Freda,American,17.022028540974105,Weekday,Not given,26,21
1480940,87327,Blue Ribbon Sushi,Italian,14.425873916498134,Weekend,5,33,19
1480941,144967,Blue Ribbon Fried Chicken,Italian,7.858781197752052,Weekend,4,30,22
1480942,136470,Shake Shack,Italian,18.032986162587367,Weekday,4,20,21
1480943,61889,Parm,Japanese,21.55995901905532,Weekend,4,26,17
1480944,58175,Blue Ribbon Sushi Izakaya,American,16.14124866577207,Weekend,5,30,25
1480945,55334,Five Guys Burgers and Fries,American,15.887680216098664,Weekend,Not given,31,22
1480946,169978,Blue Ribbon Sushi,Italian,17.06364635728844,Weekday,Not given,32,26
1480947,46696,Nobu Next Door,Chinese,17.780105822467306,Weekend,3,23,19
1480948,44442,The Meatball Shop,Italian,20.886831944081884,Weekday,5,35,24
1480949,371776,Han Dynasty,American,15.540280737554289,Weekday,Not given,29,30
1480950,294216,Balthazar Boulangerie,Japanese,20.72182417950148,Weekend,Not given,23,16
1480951,361728,Shake Shack,Italian,36.8233501493507,Weekend,5,35,15
1480952,113477,Blue Ribbon Sushi Bar & Grill,Chinese,17.056069261220554,Weekend,4,29,31
1480953,231042,Schnipper's Quality Kitchen,Italian,18.60670211034518,Weekend,4,25,18
1480954,72309,Jack's Wife Freda,Chinese,29.49919069787989,Weekday,3,35,30
1480955,68758,Blue Ribbon Sushi,Japanese,33.03193861491353,Weekday,Not given,25,23
1480956,102055,Dos Caminos,Chinese,25.500596228465472,Weekday,Not given,29,28
1480957,164631,Wa Jeal,Japanese,32.728585856196375,Weekend,Not given,30,26
1480958,166195,Blue Ribbon Fried Chicken,American,17.418814563386267,Weekend,Not given,28,28
1480959,369772,Blue Ribbon Sushi,American,24.050825878840136,Weekday,4,32,15
1480960,125166,Sushi of Gari 46,Japanese,25.75793403412096,Weekday,5,31,24
1480961,318951,The Meatball Shop,Italian,19.183188246896897,Weekend,3,26,20
1480962,81209,Vanessa's Dumplings,Italian,25.53038827864345,Weekend,Not given,20,20
1480963,103210,Chipotle Mexican Grill $1.99 Delivery,Korean,14.552236988215132,Weekend,Not given,23,24
1480964,134152,Blue Ribbon Brooklyn,Japanese,17.33505926967461,Weekend,Not given,21,33
1480965,154964,Blue Ribbon Sushi,Japanese,18.331970565193476,Weekend,Not given,23,33
1480966,58135,Momoya,Italian,14.45037471452379,Weekend,Not given,21,28
1480967,396475,Cafe Mogador,Chinese,8.516181713417161,Weekend,Not given,31,23
1480968,54821,Bistango,American,19.51737855838739,Weekend,Not given,22,22
1480969,41168,Parm,Italian,23.482890375278576,Weekend,Not given,26,25
1480970,67388,Blue Ribbon Sushi,Italian,16.061316943893388,Weekend,4,29,27
1480971,47483,S'MAC,Japanese,20.501230530159784,Weekend,5,20,24
1480972,370066,Nobu Next Door,Japanese,19.776267281155075,Weekday,Not given,23,25
1480973,313310,Jack's Wife Freda,American,17.87572807960137,Weekday,5,26,22
1480974,100579,Yama Japanese Restaurant,Japanese,22.954618164911302,Weekend,Not given,30,21
1480975,96224,The Odeon,Japanese,10.88990001727633,Weekend,5,30,29
1480976,276189,Nobu Next Door,Chinese,18.68047770061973,Weekend,4,30,28
1480977,235788,El Parador Cafe,Italian,29.465022940697263,Weekend,Not given,30,18
1480978,374189,Parm,Korean,22.71904270265727,Weekend,3,23,20
1480979,199549,Osteria Morini,Southern,15.852148948042968,Weekend,4,29,24
1480980,292602,Cafe Habana,Japanese,36.60999510819491,Weekend,Not given,20,28
1480981,127649,Vezzo Thin Crust Pizza,Japanese,15.821300873258089,Weekend,5,28,28
1480982,125305,Tamarind TriBeCa,Italian,19.28277005167677,Weekend,Not given,23,27
1480983,101927,Blue Ribbon Sushi Bar & Grill,Chinese,23.577681253366737,Weekday,5,26,29
1480984,376993,Blue Ribbon Sushi,Japanese,18.31562723162558,Weekend,5,35,28
1480985,53332,Shake Shack,Chinese,16.802446878513667,Weekend,5,33,16
1480986,318494,Sarabeth's East,Italian,13.322927497059412,Weekend,5,24,18
1480987,92769,Shake Shack,American,12.080343261972406,Weekend,Not given,22,23
1480988,65509,Blue Ribbon Fried Chicken,American,28.281347737668007,Weekday,Not given,24,17
1480989,60539,Momoya,Chinese,32.255451361401896,Weekday,Not given,28,29
1480990,182752,El Parador Cafe,Indian,18.467814594374325,Weekend,4,35,16
1480991,59673,The Meatball Shop,Chinese,16.542602162582078,Weekend,5,28,15
1480992,122822,RedFarm Hudson,Japanese,16.762719516360153,Weekend,5,30,24
1480993,95134,Blue Ribbon Fried Chicken,Japanese,9.378964109888988,Weekday,5,24,17
1480994,398037,Sushi Samba,American,11.01708525208286,Weekday,Not given,27,27
1480995,58731,Tamarind TriBeCa,Japanese,8.01277721637044,Weekend,4,34,29
1480996,325242,Han Dynasty,Italian,11.432371169817802,Weekend,5,21,21
1480997,86464,TAO,American,14.281655825856978,Weekend,5,21,30
1480998,184295,Waverly Diner,Chinese,29.552417804694127,Weekend,5,21,22
1480999,144221,Cho Dang Gol,American,36.43009744922135,Weekday,5,20,27
1481000,94652,Blue Ribbon Sushi,Spanish,19.0289036873808,Weekend,Not given,29,16
1481001,398952,Cafe Mogador,American,25.51828472534914,Weekday,4,24,25
1481002,370626,5 Napkin Burger,American,27.983626243152823,Weekend,Not given,23,32
1481003,52875,J. G. Melon,Chinese,13.873479425247206,Weekend,Not given,28,21
1481004,100648,Cafe Habana,Chinese,15.241056641944573,Weekend,Not given,30,30
1481005,361659,Blue Ribbon Sushi,Italian,10.102732445958573,Weekend,3,31,22
1481006,98491,Shake Shack,French,14.486728861190912,Weekend,Not given,34,17
1481007,115419,Serafina Fabulous Pizza,American,16.74356150517086,Weekday,Not given,35,19
1481008,133202,Dos Caminos,Japanese,17.976525207866047,Weekday,Not given,32,15
1481009,159669,Empanada Mama (closed),Japanese,15.064687438313246,Weekend,3,26,24
1481010,5139,P.J. Clarke's,Chinese,10.676557960927015,Weekend,5,29,27
1481011,150008,Han Dynasty,Chinese,16.136910117591516,Weekday,Not given,32,19
1481012,69391,Dirty Bird to Go,Chinese,17.828834749729975,Weekend,Not given,21,23
1481013,233042,Shake Shack,Japanese,24.74596585182256,Weekend,4,33,27
1481014,52875,Blue Ribbon Fried Chicken,American,22.943530078883377,Weekend,4,27,26
1481015,68348,RedFarm Broadway,American,13.6652158428629,Weekend,Not given,21,17
1481016,175370,Blue Ribbon Sushi Bar & Grill,Middle Eastern,28.100811260878096,Weekend,4,32,19
1481017,73175,Bareburger,Chinese,35.626186957289086,Weekend,5,20,15
1481018,65849,Osteria Morini,Italian,15.438105228044078,Weekend,5,24,30
1481019,365914,The Meatball Shop,Japanese,21.97253170211121,Weekday,5,35,32
1481020,163975,Blue Ribbon Fried Chicken,Chinese,13.222182378207185,Weekend,Not given,20,28
1481021,183520,Pepe Rosso To Go,Japanese,11.43604752790136,Weekend,3,34,27
1481022,122186,Vanessa's Dumplings,American,8.675042236097076,Weekend,5,28,22
1481023,167179,Philippe Chow,Japanese,20.015664825695687,Weekend,Not given,35,20
1481024,241482,Wo Hop Restaurant,Mexican,6.988679381747261,Weekend,Not given,31,18
1481025,92066,RedFarm Hudson,Italian,14.421308694928666,Weekend,4,32,25
1481026,391830,J. G. Melon,American,15.472131530508884,Weekday,5,20,23
1481027,375674,Blue Ribbon Fried Chicken,Italian,31.49146012041924,Weekend,4,26,15
1481028,263426,The Meatball Shop,Japanese,10.472557735629414,Weekday,5,27,33
1481029,331143,J. G. Melon,American,18.07135142981911,Weekend,5,32,30
1481030,47323,Blue Ribbon Sushi,American,25.152480825950505,Weekend,Not given,30,29
1481031,101042,Tamarind TriBeCa,American,9.057494523029812,Weekend,Not given,32,16
1481032,53483,RedFarm Hudson,American,19.174412213133568,Weekend,Not given,21,20
1481033,124477,Shake Shack,Japanese,34.87692123469261,Weekend,5,27,25
1481034,129706,Sarabeth's Restaurant,American,14.51262284586652,Weekend,4,22,30
1481035,328594,Tortaria,Japanese,11.507677548468008,Weekend,4,22,26
1481036,399478,Shake Shack,Italian,15.57448433824104,Weekend,5,34,21
1481037,120990,Blue Ribbon Sushi,Japanese,14.68591408675787,Weekend,Not given,33,25
1481038,335258,Momoya,Japanese,18.75197603125698,Weekend,5,28,15
1481039,130863,Blue Ribbon Sushi Bar & Grill,Japanese,9.701644321694616,Weekend,3,22,23
1481040,60022,Shake Shack,Italian,18.2068576578206,Weekend,Not given,21,17
1481041,140385,Blue Ribbon Sushi,American,10.370870060372717,Weekday,Not given,28,28
1481042,201585,Izakaya Ten,Japanese,9.748121492352752,Weekend,Not given,31,19
1481043,301032,Vanessa's Dumplings,Japanese,33.24915582456282,Weekday,5,32,24
1481044,101499,Blue Ribbon Fried Chicken,Mexican,29.022646309758752,Weekend,Not given,28,22
1481045,146588,Burger Joint,American,13.163304201121363,Weekend,Not given,32,19
1481046,94137,Rubirosa,American,11.275490853409693,Weekday,5,20,19
1481047,68228,Rubirosa,American,19.337092272529613,Weekend,5,27,28
1481048,112079,Hatsuhana,Italian,32.3848902399735,Weekend,4,30,28
1481049,97122,Sushi of Gari,Korean,17.737756815257704,Weekend,Not given,30,25
1481050,125804,Melt Shop,Middle Eastern,19.584084986175547,Weekend,Not given,35,25
1481051,42755,Bubby's ,Japanese,15.442525495026342,Weekday,5,28,15
1481052,353331,Jack's Wife Freda,Japanese,10.83326453471822,Weekend,Not given,31,29
1481053,345942,Shake Shack,Italian,13.4751475941138,Weekend,5,20,22
1481054,133722,Blue Ribbon Sushi,American,20.25972646471361,Weekend,5,23,25
1481055,401450,Lucky's Famous Burgers,Italian,16.98268781481517,Weekend,3,27,21
1481056,337568,P.J. Clarke's,Italian,12.280575934996214,Weekend,4,30,30
1481057,133406,The Meatball Shop,Italian,17.421795448221445,Weekend,3,28,27
1481058,44706,P.J. Clarke's,American,24.62362732035718,Weekend,5,20,26
1481059,91976,Blue Ribbon Fried Chicken,American,13.552531268397669,Weekend,5,22,27
1481060,152786,The Smile,American,25.853473507865907,Weekend,4,35,29
1481061,320058,Yama Japanese Restaurant,Italian,11.179704108128313,Weekday,Not given,23,27
1481062,40510,Rubirosa,American,7.621033274437968,Weekend,5,28,25
1481063,69348,Sushi of Gari Tribeca,Italian,35.00018435095881,Weekday,5,33,27
1481064,368706,Delicatessen,Middle Eastern,12.13580261073336,Weekend,4,24,26
1481065,106978,Han Dynasty,American,33.27211821332417,Weekend,5,20,20
1481066,300670,Shake Shack,American,15.128736983929684,Weekday,Not given,26,33
1481067,88449,Vezzo Thin Crust Pizza,Mexican,15.41108416099341,Weekend,Not given,29,15
1481068,367119,Parm,Mexican,35.71862294785686,Weekend,5,29,20
1481069,329051,Blue Ribbon Sushi,Japanese,13.606091243575422,Weekend,Not given,25,20
1481070,96891,Tony's Di Napoli,Chinese,16.96292750065573,Weekday,3,34,29
1481071,328331,RedFarm Broadway,Chinese,31.80034783035918,Weekend,5,23,30
1481072,99788,Han Dynasty,Southern,17.214372278636908,Weekend,4,34,20
1481073,100999,Sarabeth's East,Mexican,3.67382505440624,Weekday,Not given,23,31
1481074,132949,RedFarm Broadway,Japanese,29.757049346815784,Weekend,5,30,27
1481075,77276,TAO,Indian,23.507322536142794,Weekday,Not given,34,32
1481076,231542,Donburi-ya,Japanese,24.435410919871693,Weekend,Not given,26,28
1481077,144967,TAO,Chinese,13.438696001558869,Weekday,4,32,26
1481078,52827,Shake Shack,Chinese,15.025257530806307,Weekend,Not given,33,21
1481079,148692,Blue Ribbon Sushi Bar & Grill,American,15.47534666822038,Weekend,Not given,24,17
1481080,333259,Blue Ribbon Sushi,Japanese,24.09729396805661,Weekend,4,29,24
1481081,89544,Blue Ribbon Fried Chicken,Italian,15.091098191848602,Weekend,Not given,23,26
1481082,261708,Blue Ribbon Fried Chicken,Japanese,30.34235620878788,Weekday,Not given,25,28
1481083,363783,Sarabeth's Restaurant,Chinese,33.60996401766219,Weekend,Not given,29,20
1481084,68877,Shake Shack,Japanese,28.00355449408648,Weekday,5,27,21
1481085,265207,Cho Dang Gol,American,17.749159546705705,Weekend,Not given,22,26
1481086,59175,Shake Shack,Chinese,38.85006180274356,Weekend,Not given,31,32
1481087,91860,Blue Ribbon Sushi,Japanese,8.961873028302843,Weekend,Not given,26,20
1481088,397558,Cafe Habana,Chinese,11.42244037974266,Weekend,Not given,24,16
1481089,165276,Hummus Place,Japanese,12.952971855726895,Weekend,Not given,27,29
1481090,229041,Jack's Wife Freda,Italian,10.88909655533741,Weekend,5,21,25
1481091,62700,Sushi of Gari Tribeca,Indian,10.757025995871064,Weekend,Not given,21,25
1481092,41175,Sarabeth's Restaurant,Thai,20.20933371912245,Weekday,3,21,20
1481093,125854,Jack's Wife Freda,American,23.75677635090175,Weekend,Not given,34,23
1481094,138962,The Smile,American,22.55953111636415,Weekend,4,31,32
1481095,67845,Momoya,Japanese,31.90844320457443,Weekend,5,30,29
1481096,97776,Momoya,American,9.569454442342458,Weekend,Not given,24,18
1481097,305087,DuMont Burger,American,13.106235338800737,Weekend,3,28,25
1481098,132876,Mamoun's Falafel,Italian,20.67354954014761,Weekday,5,21,20
1481099,350055,Tamarind TriBeCa,Japanese,11.360039955424972,Weekend,5,23,25
1481100,186946,Parm,Mexican,29.29115135426789,Weekend,4,30,28
1481101,129176,The Meatball Shop,Thai,15.966692932379493,Weekend,5,22,15
1481102,237586,Blue Ribbon Sushi Bar & Grill,American,15.817802765710802,Weekend,3,20,27
1481103,36274,Parm,Spanish,13.928933166347685,Weekday,Not given,21,24
1481104,150027,The Meatball Shop,Japanese,15.141543608178322,Weekend,5,22,28
1481105,95024,The Meatball Shop,Mexican,10.393666829772544,Weekend,5,20,23
1481106,84045,The Smile,American,18.07083082575924,Weekend,3,30,21
1481107,385150,The Meatball Shop,American,16.478154264009774,Weekday,3,31,33
1481108,91162,The Kati Roll Company,Chinese,12.212623497758631,Weekend,5,32,15
1481109,54110,Yama Japanese Restaurant,Italian,11.99765463288644,Weekend,5,34,22
1481110,276162,J. G. Melon,Italian,16.918509063536906,Weekday,5,30,21
1481111,129823,Shake Shack,American,14.607376780568025,Weekend,Not given,35,29
1481112,98306,Friend of a Farmer,American,27.766291660552877,Weekend,3,26,25
1481113,47250,Han Dynasty,Italian,18.40287005284589,Weekend,Not given,34,16
1481114,319374,Shake Shack,Japanese,24.94323291834589,Weekend,4,27,21
1481115,276235,Shake Shack,Italian,19.93650817305908,Weekend,4,22,24
1481116,144133,Five Guys Burgers and Fries,Japanese,16.727116442960035,Weekend,5,28,28
1481117,353719,The Meatball Shop,American,35.74021266231367,Weekend,Not given,33,32
1481118,384390,Terakawa Ramen,American,25.514969305565494,Weekend,Not given,22,24
1481119,243341,Blue Ribbon Fried Chicken,American,25.75527992377574,Weekend,Not given,27,28
1481120,207781,Blue Ribbon Fried Chicken,American,13.923970776990926,Weekend,5,21,16
1481121,144011,Blue Ribbon Fried Chicken,Italian,17.07851841784081,Weekend,Not given,23,22
1481122,328774,Chipotle Mexican Grill $1.99 Delivery,Mexican,27.292056351250057,Weekend,Not given,34,31
1481123,197765,Parm,Italian,13.378236758970768,Weekday,Not given,20,19
1481124,115256,S'MAC,Mexican,19.094160957020463,Weekend,5,28,33
1481125,136269,Mission Cantina,American,14.99660974237975,Weekend,5,27,30
1481126,84004,Han Dynasty,Italian,17.31886383532237,Weekend,5,22,28
1481127,84087,Momoya,American,11.76499410900686,Weekend,4,22,24
1481128,80501,Yama Japanese Restaurant,American,13.260336446232948,Weekend,Not given,25,30
1481129,135769,Burger Joint,Chinese,19.04267421504079,Weekday,Not given,34,26
1481130,89617,Vanessa's Dumplings,Japanese,32.7716841438269,Weekend,Not given,35,29
1481131,47429,Parm,American,15.69661398951688,Weekend,Not given,26,30
1481132,114128,The Smile,Indian,21.95758072606241,Weekend,3,24,17
1481133,118945,Blue Ribbon Sushi,Chinese,15.98999628597378,Weekend,5,34,19
1481134,118819,Parm,Italian,19.381606621259536,Weekend,Not given,35,30
1481135,73865,Shake Shack,Japanese,18.844461921206005,Weekend,4,23,28
1481136,356695,Tamarind TriBeCa,Italian,31.948365899042443,Weekend,Not given,24,21
1481137,43826,Ravagh Persian Grill,Indian,18.55469153081549,Weekday,5,20,23
1481138,107879,TAO,American,16.311108891533713,Weekend,3,29,29
1481139,46859,Tony's Di Napoli,Japanese,12.57343396249622,Weekend,5,30,33
1481140,64153,Blue Ribbon Fried Chicken,Japanese,12.07850023218776,Weekday,Not given,27,17
1481141,230446,The Meatball Shop,Japanese,6.694372373345836,Weekend,5,31,26
1481142,291891,Shake Shack,American,17.798104447438885,Weekend,Not given,32,19
1481143,383688,Alidoro,Mexican,18.385812255865805,Weekday,3,31,22
1481144,80780,Westville Hudson,American,15.18606005286656,Weekday,5,20,23
1481145,250994,Tres Carnes,Chinese,14.225731040020058,Weekend,4,30,21
1481146,60897,Schnipper's Quality Kitchen,Chinese,15.56832544530975,Weekday,4,23,31
1481147,145497,Blue Ribbon Fried Chicken,Japanese,31.209935559466885,Weekend,4,33,29
1481148,113238,Nobu Next Door,Middle Eastern,19.73406945586869,Weekend,Not given,31,15
1481149,106983,The Meatball Shop,Japanese,17.450635503182372,Weekday,5,27,28
1481150,72609,Shake Shack,Chinese,25.871256098631648,Weekday,Not given,29,24
1481151,358092,Han Dynasty,Italian,15.26917466642662,Weekend,4,30,16
1481152,371849,Blue Ribbon Fried Chicken,Japanese,11.464553036394197,Weekend,Not given,32,24
1481153,96232,Five Guys Burgers and Fries,American,14.464350770793688,Weekend,5,27,24
1481154,113477,DuMont Burger,Japanese,16.2671390606836,Weekday,4,29,25
1481155,82041,L'Express,American,10.48731924957006,Weekday,5,22,30
1481156,214071,Jack's Wife Freda,Japanese,26.87698997807455,Weekend,Not given,20,17
1481157,137608,Han Dynasty,Indian,34.80458682192078,Weekday,Not given,31,16
1481158,128434,Blue Ribbon Sushi,Italian,21.81150933598312,Weekend,5,28,30
1481159,237239,Blue Ribbon Sushi,American,17.671116709509388,Weekend,4,24,25
1481160,270789,Han Dynasty,American,22.25818047445057,Weekend,5,20,26
1481161,95134,Han Dynasty,Chinese,19.64859021315425,Weekend,Not given,22,24
1481162,102620,P.J. Clarke's,American,9.414976895638022,Weekend,4,35,29
1481163,115201,Sushi of Gari Tribeca,American,29.077398559677818,Weekend,Not given,35,31
1481164,297100,Sushi of Gari,American,25.90737524907643,Weekday,4,30,26
1481165,109876,Shake Shack,Japanese,29.24533852829643,Weekend,5,30,24
1481166,59785,Blue Ribbon Sushi,Italian,12.464162062035951,Weekend,Not given,35,23
1481167,276189,Blue Ribbon Sushi,Chinese,2.807231767461685,Weekend,Not given,27,17
1481168,51356,Cafeteria,Mediterranean,11.296079285577283,Weekend,Not given,30,23
1481169,132107,Shake Shack,Japanese,19.36419930252745,Weekday,5,23,17
1481170,58434,Shake Shack,American,21.90288325228214,Weekend,Not given,26,27
1481171,112394,Yama 49,American,37.41510057380189,Weekend,3,23,19
1481172,53990,RedFarm Broadway,Italian,25.494954693870124,Weekday,4,32,26
1481173,94526,The Loop,Japanese,8.867430941696508,Weekend,4,32,29
1481174,46739,Sushi of Gari 46,Chinese,16.1429318565158,Weekend,4,27,19
1481175,276162,Blue Ribbon Sushi,American,14.604871841159628,Weekday,Not given,21,27
1481176,67530,RedFarm Hudson,American,13.44296734828906,Weekday,Not given,33,18
1481177,177220,RedFarm Broadway,Chinese,18.64304463190717,Weekday,Not given,29,26
1481178,54447,RedFarm Hudson,Italian,15.32342786040089,Weekend,Not given,32,18
1481179,221394,Kanoyama,Japanese,18.7334327266354,Weekday,Not given,24,24
1481180,341136,Osteria Morini,American,16.393524514278432,Weekend,4,29,32
1481181,342747,Wa Jeal,Mediterranean,22.92022849959738,Weekend,5,29,21
1481182,77309,Shake Shack,Middle Eastern,33.5999371060256,Weekday,4,23,30
1481183,284805,The Meatball Shop,American,13.622666885965646,Weekday,5,30,20
1481184,170221,Junoon,Chinese,13.433761640473044,Weekend,3,30,20
1481185,107011,Parm,Japanese,17.9324588760279,Weekend,3,34,16
1481186,43328,Blue Ribbon Brooklyn,Indian,5.921569887310238,Weekend,Not given,33,22
1481187,67987,RedFarm Broadway,American,14.954159708993616,Weekend,4,34,26
1481188,311206,Yama 49,Italian,7.638780021924502,Weekend,Not given,24,31
1481189,91235,Blue Ribbon Sushi Bar & Grill,Mexican,23.195494756832503,Weekend,3,28,25
1481190,80780,Cafe Mogador,Italian,9.462804577876726,Weekend,5,28,24
1481191,220186,Cafeteria,Chinese,20.61753289299401,Weekend,Not given,22,17
1481192,107909,Blue Ribbon Fried Chicken,Japanese,25.064222063334665,Weekday,Not given,31,31
1481193,65509,Blue Ribbon Sushi,American,25.470360874835883,Weekend,5,28,15
1481194,276692,Go! Go! Curry!,American,13.73579653128003,Weekend,5,32,27
1481195,114734,Sushi of Gari,Chinese,14.467270352339618,Weekend,5,24,30
1481196,304155,Jack's Wife Freda,Italian,16.75197809472993,Weekend,5,24,17
1481197,111358,ilili Restaurant,Chinese,18.425695306693928,Weekday,5,32,26
1481198,377274,Xi'an Famous Foods,Italian,14.895352274545612,Weekend,4,20,32
1481199,80436,Blue Ribbon Sushi Bar & Grill,American,14.790121372697026,Weekend,Not given,24,18
1481200,92811,Rubirosa,American,4.785491273981839,Weekday,5,20,24
1481201,175290,The Meatball Shop,Middle Eastern,10.168975462789136,Weekday,Not given,28,24
1481202,310551,Rubirosa,Southern,16.955274042329048,Weekday,4,24,18
1481203,276189,Osteria Morini,Chinese,9.995954144762656,Weekend,5,20,25
1481204,77311,Rubirosa,Chinese,26.911730459266145,Weekend,Not given,23,28
1481205,82084,L'Express,Japanese,15.924547399181291,Weekend,4,21,24
1481206,82011,Sushi of Gari Tribeca,Italian,15.989779454856366,Weekend,4,30,24
1481207,237562,Cafe Habana,Italian,12.655508816320808,Weekday,4,35,24
1481208,49004,Shake Shack,Middle Eastern,33.67046857786433,Weekend,Not given,27,27
1481209,77583,The Meatball Shop,Japanese,10.004386612716075,Weekend,4,20,20
1481210,399343,Yama Japanese Restaurant,Chinese,8.739439130196187,Weekday,Not given,30,16
1481211,341179,Rubirosa,American,16.901959160083443,Weekend,4,26,20
1481212,220186,Spice Thai,Italian,19.067084650655254,Weekend,5,35,16
1481213,365287,TAO,American,12.920363410495868,Weekend,Not given,22,29
1481214,385198,RedFarm Broadway,American,14.41107092846994,Weekday,5,22,31
